iter	Logloss
154	0.1613728511
155	0.1612631346
156	0.1611687969
157	0.161137671
158	0.1610824262
159	0.1610403579
160	0.1609235652
161	0.1608398134
162	0.1607943643
163	0.1606920536
164	0.160504752
165	0.1603956557
166	0.1603611489
167	0.1603478245
168	0.1602675033
169	0.1602673144
170	0.1602258807
171	0.1601854492
172	0.1601256581
173	0.1601186912
174	0.1600829463
175	0.1600624246
176	0.1600437165
177	0.1599192537
178	0.1599186706
179	0.1598680387
180	0.1597314318
181	0.1596618837
182	0.1595581028
183	0.1595385309
184	0.1594504286
185	0.1593876115
186	0.159273243
187	0.159209845
188	0.159134122
189	0.1591109226
190	0.1590708982
191	0.1589993115
192	0.1589283746
193	0.1588724946
194	0.1588135504
195	0.1587335736
196	0.1587292879
197	0.1587030771
198	0.15866962
199	0.1586693749
200	0.1586467431
201	0.1586246599
202	0.1585395798
203	0.1584929438
204	0.1584849287
205	0.1584487612
206	0.1583909823
207	0.1583661908
208	0.1583508098
209	0.1583374484
210	0.1583131817
211	0.158292979
212	0.1582760319
213	0.1582333201
214	0.1581910798
215	0.1581770496
216	0.1581456528
217	0.1581221716
218	0.1580744617
219	0.1580456969
220	0.1580350667
221	0.1580088012
222	0.1579600763
223	0.1579589596
224	0.1579444397
225	0.1578578716
226	0.1577680907
227	0.157745558
228	0.1577414178
229	0.1576460265
230	0.1575934966
231	0.1575643768
232	0.1575240397
233	0.1574660732
234	0.1574530995
235	0.1574406127
236	0.1574282484
237	0.157406741
238	0.157267945
239	0.1572378743
240	0.1572356606
241	0.1572246742
242	0.1572137399
243	0.1572082143
244	0.1570353298
245	0.1569730611
246	0.1568870156
247	0.1568868643
248	0.1567593721
249	0.1566395911
250	0.1566344694
251	0.1566128431
252	0.1565670953
253	0.1565201494
254	0.1564851258
255	0.1564105518
256	0.1563805991
257	0.156353295
258	0.1563360214
259	0.1563350672
260	0.1563176323
261	0.1563003205
262	0.1562937834
263	0.1562519729
264	0.1561132159
265	0.1561116188
266	0.1561084169
267	0.1561083212
268	0.1560529682
269	0.1560527965
270	0.1559894923
271	0.1559833167
272	0.1558591578
273	0.1557674848
274	0.1557554887
275	0.1557532959
276	0.1557161477
277	0.1557127802
278	0.1557047914
279	0.1557040195
280	0.1556930678
281	0.1556705994
282	0.1556662452
283	0.1556661756
284	0.1556435176
285	0.1556011843
286	0.1556011199
287	0.1556010592
288	0.1555864856
289	0.155550828
290	0.1555413468
291	0.1554574472
292	0.1554389348
293	0.1554382631
294	0.1554380825
295	0.1554166421
296	0.1554165917
297	0.1553891814
298	0.1553842682
299	0.1553834981
300	0.1553524581
301	0.1553392908
302	0.155321353
303	0.1551970231
304	0.1551575869
305	0.1551423521
306	0.1550419258
307	0.1550407948
308	0.1550044249
309	0.1549789145
310	0.1549729652
311	0.1549005839
312	0.154900537
313	0.1548932765
314	0.1548931154
315	0.1548683022
316	0.1548411555
317	0.154834547
318	0.1547996249
319	0.1547927255
320	0.1547887965
321	0.1547711553
322	0.154726224
323	0.1546934793
324	0.1546897488
325	0.1546719613
326	0.154653513
327	0.1545800578
328	0.1545330553
329	0.1544964456
330	0.154496408
331	0.1544849665
332	0.1544849363
333	0.1544676497
334	0.1544441445
335	0.1544345773
336	0.1543977384
337	0.1543931185
338	0.1543863502
339	0.1543434994
340	0.1543108377
341	0.1543082247
342	0.1543064318
343	0.1542427785
344	0.1542190883
345	0.15421614
346	0.1541963121
347	0.1541324832
348	0.1540817893
349	0.154060041
350	0.1540413946
351	0.1540127019
352	0.1539921772
353	0.1539872952
354	0.1539412168
355	0.1539359285
356	0.153925369
357	0.1538690314
358	0.1538504054
359	0.1538351132
360	0.1537386012
361	0.1536761246
362	0.1536504487
363	0.1536233508
364	0.1536165099
365	0.1535662823
366	0.1535365663
367	0.153533486
368	0.1535227895
369	0.1534928038
370	0.1534448769
371	0.1534190367
372	0.1533837109
373	0.1533145426
374	0.1532845725
375	0.1532684692
376	0.1532264584
377	0.1531544534
378	0.1531331632
379	0.1531330552
380	0.1530849738
381	0.1530444002
382	0.1530061147
383	0.1529826788
384	0.1529726616
385	0.1529458068
386	0.1528429445
387	0.1528418409
388	0.1528264468
389	0.1528095293
390	0.1528034137
391	0.1527881567
392	0.1527877727
393	0.1527826235
394	0.152772976
395	0.152769803
396	0.1527650669
397	0.1527384527
398	0.1527227199
399	0.1527165817
400	0.1526957773
401	0.1526846238
402	0.1526443438
403	0.1526393902
404	0.1525757075
405	0.1525501484
406	0.1524925342
407	0.1524719449
408	0.1524710624
409	0.1524370855
410	0.1524218707
411	0.1524048087
412	0.1523871552
413	0.1523750916
414	0.1523515843
415	0.1523005872
416	0.152283458
417	0.1522636356
418	0.152210026
419	0.152186937
420	0.1521696379
421	0.152151858
422	0.152137941
423	0.1520915076
424	0.1520657378
425	0.1520459512
426	0.1520330769
427	0.1520111601
428	0.1519850174
429	0.1519771007
430	0.1519614787
431	0.1519532405
432	0.1519225499
433	0.1519078902
434	0.1518828265
435	0.151854939
436	0.1518326438
437	0.1517820972
438	0.1517664846
439	0.1517491415
440	0.1517404306
441	0.1517288809
442	0.1517063694
443	0.151701588
444	0.1516999465
445	0.1516979426
446	0.1516801803
447	0.1516635925
448	0.1516370808
449	0.1516157361
450	0.1516107756
451	0.1515953102
452	0.1515890004
453	0.1515667479
454	0.151564851
455	0.1515393832
456	0.1514972674
457	0.1514941301
458	0.1514757092
459	0.1514503047
460	0.1514330973
461	0.1514320723
462	0.151429042
463	0.15141937
464	0.1513772315
465	0.1513129948
466	0.1513079528
467	0.1513000428
468	0.151296038
469	0.1512734638
470	0.1512390626
471	0.1512189677
472	0.1512136866
473	0.151196755
474	0.1511858668
475	0.1511787928
476	0.1511685115
477	0.1511546658
478	0.1511322817
479	0.1511186369
480	0.1511069843
481	0.1510964616
482	0.1510870548
483	0.1510586499
484	0.1510517892
485	0.151046988
486	0.1510127527
487	0.151004512
488	0.1509830936
489	0.1509789376
490	0.1509563352
491	0.1509341847
492	0.1509151571
493	0.1509103892
494	0.1508961173
495	0.1508614608
496	0.1508119921
497	0.1508089411
498	0.1508066643
499	0.1508044558
500	0.1508035884
501	0.1507755239
502	0.1507686891
503	0.1507429253
504	0.1506790371
505	0.1506705754
506	0.1506624888
507	0.1506412663
508	0.1506329594
509	0.1506285006
510	0.1506211203
511	0.1505941025
512	0.1505835857
513	0.1505778207
514	0.1505687406
515	0.1505650302
516	0.1505555514
517	0.1505358988
518	0.1505312264
519	0.150528441
520	0.1505211542
521	0.1504696602
522	0.1504610123
523	0.1504393311
524	0.1504345129
525	0.1504133852
526	0.1503999724
527	0.1503708162
528	0.1503678486
529	0.1503496573
530	0.1503389378
531	0.1503089276
532	0.1503062326
533	0.1502921233
534	0.1502896237
535	0.1502643545
536	0.1502629304
537	0.1501757105
538	0.1501738785
539	0.1501734792
540	0.1501253609
541	0.1501186155
542	0.1501165126
543	0.1500701373
544	0.1500633836
545	0.1500629921
546	0.150034622
547	0.150030388
548	0.150029584
549	0.1499983624
550	0.1499922683
551	0.149989614
552	0.1499844418
553	0.1499784423
554	0.1499663564
555	0.1499637022
556	0.1499482668
557	0.1499385262
558	0.1499128802
559	0.1498470901
560	0.1498117528
561	0.1497950217
562	0.1497887139
563	0.1497550008
564	0.1497316349
565	0.1497054256
566	0.1497020671
567	0.1496938287
568	0.1496767126
569	0.1496701265
570	0.1496597577
571	0.149655735
572	0.1496545678
573	0.1496231029
574	0.1495971891
575	0.1495664668
576	0.1495638657
577	0.1495570267
578	0.1495549361
579	0.1495378033
580	0.1495056735
581	0.1494856649
582	0.149483345
583	0.1494790712
584	0.1494485167
585	0.1494477984
586	0.1494142708
587	0.1494119513
588	0.1494099886
589	0.1494064825
590	0.1494017531
591	0.1493951784
592	0.1493885328
593	0.1493870576
594	0.1493443523
595	0.1493441031
596	0.1493272278
597	0.1493265151
598	0.14931994
599	0.1493095415
600	0.1493063879
601	0.1493009502
602	0.1492930347
603	0.1492657536
604	0.1492382936
605	0.1492369315
606	0.1492302406
607	0.1492161207
608	0.1491674211
609	0.1491634744
610	0.1491615287
611	0.1491597004
612	0.1491547917
613	0.1491409991
614	0.1491370293
615	0.1491287459
616	0.1491161342
617	0.1491085848
618	0.1490945132
619	0.1490887821
620	0.1490860867
621	0.1490856629
622	0.1490540157
623	0.149050653
624	0.1490342336
625	0.1490321504
626	0.1490141847
627	0.1490054348
628	0.1489879095
629	0.1489725125
630	0.1489457259
631	0.1489448937
632	0.1489387394
633	0.148924465
634	0.1489196032
635	0.1489153466
636	0.1489129277
637	0.148900288
638	0.1488986677
639	0.1488954506
640	0.1488477269
641	0.1488469748
642	0.1488385929
643	0.1488369786
644	0.1488143569
645	0.1488074969
646	0.1488048928
647	0.1487988392
648	0.1487900295
649	0.1487873734
650	0.1487862494
651	0.1487838634
652	0.1487691424
653	0.1487489329
654	0.1487397669
655	0.1487105485
656	0.1487013929
657	0.1486816472
658	0.1486691562
659	0.148643438
660	0.1486407653
661	0.1486370777
662	0.1486355179
663	0.1486256485
664	0.1486244416
665	0.1486234321
666	0.1486223451
667	0.148613022
668	0.1486115425
669	0.1486052664
670	0.1485913631
671	0.148581609
672	0.1485708528
673	0.1485518336
674	0.1485387563
675	0.1485181988
676	0.1485129614
677	0.1485104858
678	0.1485070018
679	0.1484989134
680	0.1484986339
681	0.1484964543
682	0.1484862969
683	0.1484830733
684	0.1484739997
685	0.1484598669
686	0.1484596103
687	0.1484593638
688	0.1484298272
689	0.1484272166
690	0.148421382
691	0.1484211381
692	0.1484154962
693	0.1484144915
694	0.1484097401
695	0.1483921562
696	0.1483889845
697	0.1483740797
698	0.148365772
699	0.1483620635
700	0.148359883
701	0.1483376618
702	0.1483280054
703	0.1483273291
704	0.1483257593
705	0.1483249332
706	0.1483241991
707	0.1483238125
708	0.1483220264
709	0.1483113528
710	0.1482809906
711	0.148259689
712	0.1482543004
713	0.1482494606
714	0.1482097793
715	0.1482049721
716	0.148202591
717	0.1482023791
718	0.1481545321
719	0.1481124011
720	0.1481085315
721	0.1481042117
722	0.1480898114
723	0.1480774037
724	0.148062334
725	0.1480501168
726	0.1480426157
727	0.1480303075
728	0.1480274016
729	0.1480271911
730	0.1480243259
731	0.1480070151
732	0.1480022412
733	0.1479974649
734	0.1479972592
735	0.1479885796
736	0.147987421
737	0.1479760534
738	0.1479726129
739	0.1479357498
740	0.1479355373
741	0.1479342807
742	0.1479316338
743	0.1479240667
744	0.1478994734
745	0.1478964132
746	0.1478962204
747	0.1478838828
748	0.1478633281
749	0.147861487
750	0.1478556479
751	0.1478477021
752	0.1478448848
753	0.1478448163
754	0.1478327658
755	0.1478298352
756	0.1478160602
757	0.1478050518
758	0.1477873506
759	0.1477861448
760	0.1477855653
761	0.1477680491
762	0.1477589952
763	0.1477582934
764	0.1477540688
765	0.1477504384
766	0.1477174981
767	0.1477047028
768	0.1476958484
769	0.1476951616
770	0.1476903395
771	0.147687316
772	0.1476773659
773	0.1476769502
774	0.1476762084
775	0.1476702832
776	0.1476553169
777	0.1476548596
778	0.1476539135
779	0.1476476839
780	0.1476443891
781	0.1476442152
782	0.1476437392
783	0.1476424362
784	0.1476374752
785	0.1476170884
786	0.1476157313
787	0.1476142132
788	0.1476129558
789	0.1476038761
790	0.1476000659
791	0.147598423
792	0.1475965849
793	0.1475945229
794	0.1475924015
795	0.1475797667
796	0.1475788288
797	0.1475703139
798	0.1475696422
799	0.1475418683
800	0.1474834859
801	0.1474814331
802	0.1474616728
803	0.1474560033
804	0.1474425331
805	0.1474297059
806	0.1474291254
807	0.1474230523
808	0.1474120541
809	0.1473913335
810	0.1473703582
811	0.1473693275
812	0.1473688795
813	0.1473679348
814	0.1473612487
815	0.1473611137
816	0.1473606511
817	0.1473030812
818	0.1472942266
819	0.1472913186
820	0.1472901399
821	0.1472897628
822	0.1472758907
823	0.147264249
824	0.1472585796
825	0.1472413444
826	0.1472369956
827	0.147209089
828	0.147204384
829	0.1471996136
830	0.1471959568
831	0.1471913427
832	0.1471885838
833	0.1471822128
834	0.1471721011
835	0.1471699427
836	0.1471694092
837	0.1471692902
838	0.1471628006
839	0.1471605105
840	0.1471456512
841	0.147145534
842	0.1471454207
843	0.1471410806
844	0.1471189995
845	0.1470828559
846	0.1470812571
847	0.1470795337
848	0.1470773377
849	0.1470757257
850	0.1470684792
851	0.1470678251
852	0.1470626138
853	0.1470575002
854	0.147057043
855	0.1470567636
856	0.1470562909
857	0.1470549793
858	0.1470469345
859	0.1470352178
860	0.1470287041
861	0.1470136989
862	0.1470132719
863	0.1470039769
864	0.147003629
865	0.1469934328
866	0.1469885841
867	0.1469718897
868	0.1469621396
869	0.1469597092
870	0.1469451643
871	0.1469378953
872	0.1469352186
873	0.1469317893
874	0.1469313622
875	0.1469273698
876	0.1469270184
877	0.1469246624
878	0.1469233645
879	0.146918253
880	0.1469181563
881	0.1469176072
882	0.1469101806
883	0.1469054264
884	0.1469053378
885	0.1469045456
886	0.1469040571
887	0.1469039707
888	0.1468952208
889	0.1468874806
890	0.1468870886
891	0.1468850102
892	0.1468849273
893	0.1468847356
894	0.1468840473
895	0.1468807876
896	0.146859467
897	0.1468574514
898	0.1468530566
899	0.1468518193
900	0.1468517422
901	0.1468472647
902	0.1468406176
903	0.1468405359
904	0.1468338389
905	0.1468335247
906	0.1468299204
907	0.1468276935
908	0.1468006414
909	0.1467993817
910	0.1467942914
911	0.1467887912
912	0.1467767681
913	0.1467536363
914	0.1467499988
915	0.1467466545
916	0.1467459385
917	0.1467439833
918	0.1467432379
919	0.1467298196
920	0.1467105153
921	0.1467102182
922	0.1467091251
923	0.1467088671
924	0.1467003808
925	0.1466919384
926	0.1466914089
927	0.146679675
928	0.1466517047
929	0.1466439962
930	0.1466329133
931	0.1466065426
932	0.1466064217
933	0.1466042629
934	0.1466039259
935	0.1466038488
936	0.1466030871
937	0.1466025747
938	0.1466019867
939	0.1465858598
940	0.1465794119
941	0.1465793019
942	0.1465766736
943	0.1465084833
944	0.1465084132
945	0.1465040773
946	0.1464580595
947	0.1464579886
948	0.1464489599
949	0.1464486953
950	0.1464347416
951	0.1464344737
952	0.1464225615
953	0.1464224977
954	0.1464207229
955	0.146420004
956	0.1463491233
957	0.1463487227
958	0.1463409992
959	0.1463402281
960	0.146338111
961	0.1463377094
962	0.1463351836
963	0.1463351246
964	0.146331913
965	0.1463318555
966	0.1463241506
967	0.1463225212
968	0.1463199434
969	0.1463025982
970	0.146301847
971	0.1463017909
972	0.1462941126
973	0.146292617
974	0.1462925612
975	0.1462913738
976	0.1462826332
977	0.1462613097
978	0.1462603824
979	0.1462499942
980	0.1462452555
981	0.1462449533
982	0.1462433379
983	0.1462390321
984	0.1462348461
985	0.1462284996
986	0.1462282602
987	0.1462179351
988	0.1462177989
989	0.1462052538
990	0.1462042249
991	0.1462038569
992	0.1462035115
993	0.146201457
994	0.1462008382
995	0.1461940782
996	0.1461607774
997	0.146139114
998	0.146136962
999	0.1461332829
