iter	Passed	Remaining
0	16	651
1	32	626
2	46	578
3	58	525
4	69	488
5	83	474
6	97	461
7	113	452
8	126	435
9	139	417
10	152	403
11	163	380
12	173	361
13	182	339
14	194	323
15	209	314
16	225	305
17	237	289
18	246	271
19	255	255
20	263	238
21	276	226
22	290	214
23	308	205
24	320	192
25	331	178
26	344	166
27	358	153
28	369	140
29	379	126
30	389	113
31	402	100
32	422	89
33	433	76
34	443	63
35	458	50
36	472	38
37	485	25
38	498	12
39	511	0
